user,variable1,variable2
paddlevacuole,52.559944,24.780528
horsesmultiply,52.873711,25.146219
rigelpaunchy,53.077833,24.861542
tendonwench,55.364444,25.252778
meggingswine,56.323964,25.112225
wordsundress,55.938817,25.613483
eminentallergy,55.51715,25.328575
sectionssqueaky,56.240569,26.170986
pipeathlete,58.890467,20.675434
globeshameful,58.284444,23.593278
mtvgrosbeak,54.091297,17.038719
applyingbaker,54.024612,17.666
moderatohorn,72.9484,32.056108
craytugofwar,25.817,-17.917
binomialapathetic,5,46
decanterbalance,72.994842,31.365014
translatecyclist,62.329494,25.233308
maintainwiggly,74.333644,35.918786
somethingalbedo,68.449711,28.284167
expecteffective,67.160797,24.906547
ceilinjuries,74.403594,31.521564
deficientclunking,74.346239,31.494794
chichazard,73.638381,33.050086
shrillbanjos,73.508639,34.339022
crepegrape,71.570681,32.563089
xslhopeful,68.143053,27.335156
strungebay,66.938753,24.893564
turnoverlovesick,71.419111,30.203222
chichazard,68.390053,26.219442
dampedbrioche,73.357736,30.741025
frequencywould,64.132517,26.954547
rigelpaunchy,63.345083,25.290487
unguardedgiant,71.514581,33.993911
xslhopeful,73.033217,33.560153
dronessomersault,66.937764,30.251369
epsiloncloning,70.279572,28.3839
europiumcentury,73.099233,33.616653
planktonuses,71.972583,34.081112
rappelarias,73.798147,33.849658
musicalchampagne,-123.0788889,48.9797222
showerspain,68.791683,27.721989
eminentallergy,72.352814,34.813556
tubingwheatear,69.176917,28.645142
neckedjre,68.838408,24.841519
burritoscarriage,69.570433,32.304664
globeshameful,69.463606,31.358381
producecoven,47.662142,30.549069
wordsundress,37.224358,36.180675
rubbishbladder,36.514267,33.410636
replacedbevy,40.175961,35.285374
gaudyfea,35.948681,35.401094
showerspain,38.316889,34.557361
farrowcetti,51.565056,25.261125
geologybeeping,-171.710394,-2.768122
croutonwrack,145.242536,14.174308
bismuthcolloquial,145.729356,15.119003
unicyclistamiable,144.930025,13.583953
allegatorwafers,144.795983,13.48345
gilletteclammy,145.61935,14.999203
frequencywould,150.832,-32.0372
cleaningburnt,171.272022,7.064758
planktonuses,167.470869,9.396886
freelysociable,167.731661,8.720122
feverspolystyrene,-157.349778,1.986161
historypant,-177.380636,28.201725
tubingwheatear,151.843006,7.461869
specifiedinnovative,158.208989,6.9851
cowardlyabout,134.544278,7.367303
handywrist,162.958386,5.356975
loindecorate,138.082497,9.498911
phobosstaccato,118.359197,24.427892
dronessomersault,120.461728,22.672367
historypant,121.237636,24.855136
gravelscientific,121.101681,22.754986
burritoscarriage,121.466481,22.673853
babyambitious,120.350006,22.577094
eminentallergy,120.39283,23.461779
cranniescigarette,121.533642,22.028842
hypergalaxyfibula,120.62058,24.264668
earmarinated,151.342,-32.7875
paddlevacuole,120.205778,22.950361
cranniescigarette,120.939394,24.818033
freelysociable,119.628311,23.568669
organicmajor,121.181975,22.793117
translatecyclist,120.482,22.700239
ischemicfrosted,121.5525,25.069722
rappelarias,121.232822,25.077731
ytterbiumprovincial,119.494444,23.370833
tweezerscurve,121.616906,24.023725
globeshameful,140.386389,35.764722
flinkjordan,137.922669,36.166758
cuboidpass,140.415444,36.181083
fizzlehelp,153.979119,24.289697
fizzlehelp,141.322722,24.784
micaassistant,135.364444,33.662222
heaterinert,133.933225,34.590836
gilletteclammy,143.217222,42.733333
badgefields,141.692283,42.7752
disjointtoday,140.821944,41.77
planktonuses,141.666447,42.794475
tubingwheatear,144.164053,43.880606
apronextension,144.96,43.5775
ceilinjuries,143.158475,42.890544
crepegrape,141.800833,45.404167
spiritedjump,129.785417,33.749027
cheapersyllable,131.278611,33.93
stylishmugs,129.33055,34.284889
binomialapathetic,143.404028,44.303914
dampedbrioche,142.4475,43.670833
somethingalbedo,139.432911,42.071667
unbalancedprotoplanet,141.186431,45.242006
chichazard,130.653,33.883083
chiselleddessicants,130.659017,30.385569
rigelpaunchy,128.832808,32.666269
hypergalaxyfibula,130.450686,33.585942
buoyancycowardice,130.991231,30.605067
cobolglaucous,130.719408,31.803397
pipeathlete,131.448611,31.877222
handywrist,131.451389,32.083611
emeraldclippers,131.737222,33.479444
realtorcaustic,131.034689,33.845942
amuckpoints,130.85505,32.837319
applyingbaker,129.913611,32.916944
mincegaiters,130.845456,31.367608
carrionscream,131.040278,33.685
deficientclunking,129.712542,28.430633
alloweruptions,128.700903,27.425522
spiritedjump,128.881253,27.836381
gilletteclammy,136.223922,36.142847
rigelpaunchy,136.869667,35.394078
completionskylark,137.703083,34.750239
trapdoormongrel,136.406544,36.394611
cranesurgeon,133.324844,36.181125
cheapersyllable,137.1875,36.648333
shrillbanjos,138.298056,34.812778
microwavejar,132.919444,34.436111
wisefumbling,133.855278,34.756944
chiselleddessicants,132.89,35.413611
gilletteclammy,131.549194,34.034667
poundingfrustum,133.236389,35.492222
burritoscarriage,132.23575,34.14386
fizzclimbing,133.669444,33.546111
paddlevacuole,132.699722,33.827222
radicandoceanic,135.438222,34.785528
trapdoormongrel,134.166553,35.530069
bunchmeats,134.606639,34.132808
turnoverlovesick,134.015556,34.214167
somethingalbedo,135.602944,34.596311
translatecyclist,131.052144,34.045322
ytterbiumprovincial,140.690833,40.734722
micaassistant,140.371331,38.411894
fizzclimbing,138.413928,38.060181
somethingalbedo,141.466325,40.556447
heomicron,141.135278,39.428611
eminentallergy,140.218611,39.615556
figsql,141.368364,40.703222
turnoverlovesick,140.916944,38.139722
guavaconfide,141.219572,38.404919
pancakesgrebe,14.1532,50.1929
popmatrices,139.450167,35.454611
phobosstaccato,139.829208,34.987053
snowdonevasive,139.785833,33.115
ceilinjuries,139.410556,35.841944
langeredsubset,139.909936,35.398272
heaterinert,140.011111,35.798944
chichazard,139.360306,34.782033
gilletteclammy,139.393675,35.513769
organicmajor,139.779694,35.552258
horsesmultiply,139.348483,35.748492
easybobolink,126.808889,35.126389
cheapersyllable,127.11955,35.878436
starbucksbluetail,127.61685,34.842328
cleaningburnt,128.598556,38.142614
planktonuses,128.943625,37.753561
analbar,-90.6523889,40.5200833
tyrespan,126.493028,33.511306
canalhateful,128.695792,35.141175
expecteffective,128.938222,35.179528
grabbig,128.307,-17.5453
lasttaiga,129.351722,35.593494
disjointtoday,127.031072,36.962214
lickerbond,127.113889,37.445833
twitequiver,127.029594,37.090617
unbalancedprotoplanet,126.790586,37.558311
quadratcranky,127.007053,37.239406
eminentallergy,129.420486,35.987858
looroasting,128.658856,35.894108
globeshameful,128.35485,36.631933
horsesmultiply,127.645869,26.195814
impetuousfurbelows,127.761775,26.728775
cleaningburnt,127.767633,26.355612
specifiedinnovative,124.186983,24.344525
bunchmeats,126.713806,26.363506
risottospell,131.263494,25.846533
backedammeter,125.295111,24.782833
cranniescigarette,131.326944,25.944722
musicalchampagne,125.144722,24.826667
specifiedinnovative,124.675278,24.653889
heaterinert,128.401517,27.043964
gravelscientific,127.756494,26.274275
sortinterior,122.977778,24.466944
somethingalbedo,121.019581,14.508647
copalinstruct,61.8967,37.6194
cranniescigarette,124.209619,7.165242
somethingalbedo,124.611219,8.415619
completionskylark,123.458294,7.827197
agenascientists,125.096033,6.058003
gammagot,39.2194305555556,-3.070875
looroasting,122.059633,6.922419
opticsdiameter,120.619636,16.375103
deficientclunking,122.980181,14.129167
craytugofwar,120.4925,14.986527
sociablelemma,120.241106,16.034786
handywrist,121.046639,12.361517
coatprecious,121.124925,13.955017
gaudyfea,120.60535,13.208092
ischemicfrosted,120.355797,17.555331
cobolglaucous,121.500133,15.729836
ledgeindeed,37.5333333333333,-2.8
bismuthcolloquial,36.8849,-0.245167
unbalancedprotoplanet,11.2549,55.7001
globeshameful,121.252319,16.619194
feverspolystyrene,125.027758,11.227628
unguardedgiant,122.929617,10.642511
gammagot,11.1004,60.1939
dampedbrioche,123.300472,9.333714
chichazard,121.95405,11.924503
strungebay,125.741594,11.035544
eontop,122.545297,10.713044
maintainwiggly,122.376294,11.679431
loindecorate,123.979439,10.307542
gaudyfea,-89.6270018,44.9262845
cobolglaucous,118.758731,9.742119
listenerabandoned,121.933439,10.766044
historypant,-57.996631,-31.296944
flakyunlawful,-58.613056,-33.010278
synonympatisserie,-60.930556,-34.545889
dotwazzack,-60.480361,-31.794778
listenerabandoned,-60.785,-32.903611
earmarinated,-60.811668,-31.711666
advisorlanguage,-58.415606,-34.559175
hoovessquares,-64.207953,-31.323619
submittedwavelength,-66.29361,-30.345278
rigelpaunchy,-58.589644,-34.453189
bunchmeats,-58.789564,-34.56065
nursingrash,-57.894694,-34.972222
ischemicfrosted,-58.642756,-34.676317
handywrist,-58.612592,-34.609939
handywrist,-70.222469,-37.444692
hypergalaxyfibula,-67.620514,-39.000672
phobosstaccato,-68.792856,-32.831717
peacefulceaseless,-69.574267,-35.493597
driftmvc,-68.403854,-34.588314
peacefulceaseless,-65.750925,-28.593214
handywrist,-64.310122,-27.765617
stairsgobsmacked,-67.580314,-28.03775
barnevidence,-66.795839,-29.381636
bonelliseal,-67.438889,-29.223888
bluetailgodwottery,-65.104944,-26.840861
cleaningburnt,-68.418194,-31.571472
bismuthcolloquial,-64.261314,-33.085128
lasttaiga,-65.146283,-31.945183
fundingticket,-63.36225,-34.135444
chiselleddessicants,-62.157792,-32.683639
axlevirtue,-65.378086,-33.725144
deficientclunking,-66.356422,-33.273192
snowdonevasive,-58.761864,-27.445503
surmiseteenagers,-59.056125,-27.449986
cartridgesbummage,-58.228111,-26.212722
apronextension,-54.473444,-25.737281
eminentallergy,-57.152078,-29.689425
spiritedjump,-57.640231,-30.271922
cobolglaucous,-55.970728,-27.385839
musicalchampagne,-60.493103,-26.756519
tweezerscurve,-65.486169,-24.855978
strungebay,-65.097778,-24.392778
backedammeter,-64.32917,-23.152779
snaildossier,-65.5775,-22.150556
looroasting,-89.4828607,43.5603136
actuallyfoot,-54.574722,-26.397499
croutonwrack,-59.250583,-29.099472
quadratcranky,-55.124156,-27.518156
bunchmeats,-59.68,-29.210278
dotwazzack,-57.978889,-29.770555
behaviourverbena,-71.532289,-41.943189
canalhateful,-67.465508,-45.785347
metaiota,-71.139472,-42.90795
upbeatodd,-65.270319,-43.2105
feverspolystyrene,-63.000389,-40.869222
chichazard,-65.102725,-42.759161
blythpulse,-56.630833,-64.238335
eontop,-65.904097,-47.735292
meatsoffbeat,-67.749389,-53.777667
ashamedmuscles,-69.312636,-51.608875
impetuousfurbelows,-68.29575,-54.843278
farrowcetti,-67.802589,-49.306775
allocatesposts,-70.978689,-46.537911
looroasting,-68.579197,-50.01655
mtvgrosbeak,-62.169317,-38.724967
geologybeeping,-61.889297,-37.446111
starbucksbluetail,-60.216619,-36.890039
organicmajor,-63.758286,-35.696183
impetuousfurbelows,-60.329711,-38.386911
binomialapathetic,-61.076367,-36.186594
poohvireo,-90.1313967,46.5274747
freelysociable,-57.573333,-37.934167
evaporatingplug,-68.155711,-38.949
impetuousfurbelows,-84.637344,45.8649344
sociablelemma,-61.857553,-35.844592
chichazard,-64.275694,-36.588322
wonderfulscullian,-71.157542,-41.151172
micaassistant,-59.227922,-37.237392
axlevirtue,-57.029239,-37.235408
microwavejar,-69.264642,-38.939683
europiumcentury,-71.137294,-40.075383
rubbishbladder,-49.301528,-8.348347
analbar,-43.384708,-22.875083
paddlevacuole,-50.858236,2.077511
duexslt,-48.133028,-21.812
trapdoormongrel,-37.070333,-10.984
spiritedjump,-50.455914,-22.638564
actuallyfoot,-56.106206,-9.866092
buoyancycowardice,-50.424722,-21.141342
blythpulse,-48.476292,-1.37925
gravelscientific,-54.112244,-31.390528
shrillbanjos,-43.950628,-19.851181
simplicityfairy,-49.232036,-25.405078
strungebay,-43.761056,-21.267167
cobolglaucous,-47.918625,-15.8711
turnoverlovesick,-49.0538,-22.345042
ledgeindeed,-60.690069,2.846311
cuboidpass,-52.388894,-15.861344
axlevirtue,-53.500764,-25.000339
stunassured,-54.965422,-9.333936
duexslt,-43.968856,-19.63375
actuallyfoot,-54.6725,-20.468667
snowdonevasive,-52.656553,-27.134219
gaudyfea,-47.458667,-7.320444
expecteffective,-49.424739,-28.725817
hypergalaxyfibula,-51.144367,-29.945944
twitequiver,-41.301669,-21.698333
paddlevacuole,-57.673053,-19.011931
chiselleddessicants,-49.175775,-25.528475
organicmajor,-39.253069,-17.652283
surmiseteenagers,-51.187536,-29.197064
mtvgrosbeak,-56.116719,-15.652931
ischemicfrosted,-72.769489,-7.599906
gnarledbaggy,-51.424639,-22.175056
swankythough,-60.049721,-3.038611
looroasting,-57.776869,-6.233156
canalhateful,-42.092633,-22.812872
lickerbond,-54.487206,-25.59615
troubledseptum,-48.547181,-27.670489
actuallyfoot,-32.423336,-3.854928
flickcanapes,-49.187472,-20.278483
cuboidpass,-46.335264,-20.702817
apronextension,-38.532556,-3.776283
blythpulse,-43.243647,-22.808903
burritoscarriage,-65.284792,-10.786375
unicyclistamiable,-49.220686,-16.632033
epsiloncloning,-48.405078,-21.773683
fixnumquicklime,-46.469511,-23.432075
organicmajor,-45.204778,-22.791608
badgefields,-52.253978,-3.253906
dweebspices,-58.481186,-3.127256
disjointtoday,-56.000669,-4.242342
coatprecious,-39.033197,-14.815964
ellipticalfabricator,-42.487583,-19.470722
musicalchampagne,-49.213361,-18.444661
producecoven,-47.46005,-5.531292
stunassured,-48.460739,-1.414158
buoyancycowardice,-43.386778,-21.7915
wordsundress,-34.950681,-7.148381
tweezerscurve,-48.797364,-26.224453
bonelliseal,-35.896364,-7.269917
mtvgrosbeak,-47.134444,-23.0075
snowdonevasive,-50.281486,-27.782142
gruntdrive,-49.730519,-21.664039
opticsdiameter,-51.130072,-23.333625
twitequiver,-43.408114,-13.262086
replacedbevy,-43.896403,-19.661611
impetuousfurbelows,-49.138025,-5.368589
swankythough,-52.60225,-0.889839
metaiota,-52.016406,-23.476392
copalinstruct,-43.8189,-16.706925
blythpulse,-90.3829444,47.8383333
realtorcaustic,-59.9863,-3.146042
binomialapathetic,-35.791678,-9.510808
xslhopeful,-51.072178,0.050664
ischemicfrosted,-37.364347,-5.201919
bismuthcolloquial,-46.637753,-23.509119
producecoven,-61.278319,-5.811381
mincegaiters,-48.65139,-26.879999
evaporatingplug,-54.169139,-28.281683
sectionssqueaky,-35.247717,-5.911417
evaporatingplug,-51.796867,3.855486
ytterbiumprovincial,-51.171428,-29.994428
bunchmeats,-41.731961,-2.893747
stunassured,-46.567917,-21.843014
showerspain,-52.326558,-28.243989
dotwazzack,-52.327689,-31.718353
heomicron,-40.569097,-9.362411
chichazard,-48.399736,-10.719417
microwavejar,-55.702614,-22.549639
turnoverlovesick,-63.902281,-8.709294
completionskylark,-87.0070833,41.4539722
axlevirtue,-67.4836,-9.583
bluetailgodwottery,-34.923039,-8.126794
ytterbiumprovincial,-52.166542,-32.082617
spiritedjump,-43.163133,-22.910461
crepegrape,-47.774189,-21.134167
namibianstabbing,-43.719092,-22.93235
apronextension,-45.862739,-23.228172
sortinterior,-44.234139,-2.585361
somethingalbedo,-46.655375,-23.626692
souffleutility,-49.406511,-20.816567
craytugofwar,-46.2875,-23.925206
shrillbanjos,-38.331044,-12.910994
ceilinjuries,-56.396803,-1.4896
micaassistant,-42.823478,-5.059942
pancakesgrebe,-64.724056,-3.382944
microwavejar,-70.783269,-8.155256
babyambitious,-50.651592,-24.317775
backedammeter,-55.946056,2.223472
swankythough,-69.935828,-4.255669
easybobolink,-49.720267,-3.786008
gilletteclammy,-66.985589,-0.148419
bluetailgodwottery,-38.250575,-9.400878
bunchmeats,-57.038189,-29.782178
gogglesknacker,-48.225594,-18.882844
binomialapathetic,-51.564761,-20.777067
disjointtoday,-47.964778,-19.765
dialgraft,-45.473342,-21.590067
latticelaboratory,-60.098269,-12.694375
ledgeindeed,-40.286389,-20.258056
buoyancycowardice,-69.185837,0.6075
disjointtoday,-47.334764,-21.984561
producecoven,-70.338742,-18.348531
paddlevacuole,-71.689475,-45.916058
pipetsrockers,-70.6884,-33.5618
musicalchampagne,-71.687405,-46.583341
wonderfulscullian,-68.903575,-22.498175
hypergalaxyfibula,-72.031367,-36.582497
starbucksbluetail,-70.854586,-53.002642
gaudyfea,-72.106133,-45.594211
ytterbiumprovincial,-70.181275,-20.535222
carrionscream,-70.785803,-33.392975
burritoscarriage,-70.4451,-23.444478
showerspain,-70.319228,-53.2537
gammagot,-71.851112,-43.189167
dampedbrioche,-72.425444,-37.401731
tendonwench,-67.626261,-54.931072
swankythough,-73.063106,-36.77265
listenerabandoned,-109.421831,-27.164792
neckedjre,-73.061042,-40.611208
burntrifle,-70.755997,-28.596403
cowardlyabout,-70.775694,-34.173694
horsesmultiply,-58.986667,-62.190833
synonympatisserie,-71.199522,-29.916233
fizzclimbing,-70.546667,-33.456278
starbucksbluetail,-72.637097,-38.766819
hypergalaxyfibula,-73.093953,-41.438886
musicalchampagne,-72.699114,-42.932808
gruntdrive,-73.086111,-39.649956
behaviourverbena,-78.574636,-1.212067
historypant,-79.378936,-1.706275
rubbishbladder,-76.986842,-0.462886
bluetailgodwottery,-78.984397,-2.889467
shrillbanjos,-90.265914,-0.453758
tendonwench,-79.883558,-2.157419
namibianstabbing,-78.566994,-3.423214
easybobolink,-78.136422,0.338419
ellipticalfabricator,-79.391956,0.184203
unguardedgiant,-79.552261,-1.704381
unbalancedprotoplanet,-78.615756,-0.906833
croutonwrack,-79.941022,-4.378231
gnarledbaggy,-78.12075,-2.299167
grabbig,-79.961572,-3.268903
crepegrape,-76.975742,-2.067014
singesculptor,-80.678808,-0.946078
cuboidpass,-79.803619,-2.851097
rigelpaunchy,-79.769165,-3.319667
tubingwheatear,-80.472206,-1.041647
latticelaboratory,-79.465114,-0.9894
ceilinjuries,-78.488214,-0.141144
deficientclunking,-78.656142,-1.653433
quadratcranky,-79.977817,-3.435161
pleasinghoop,-80.988878,-2.204994
moderatohorn,-79.214447,-0.248222
latticelaboratory,-79.680169,-2.261036
spiritedjump,-77.819447,-0.986767
spiritedjump,-76.33775,-0.122956
farrowcetti,-77.708056,0.809506
historypant,-107.662994,37.812545
driftmvc,-57.519133,-25.23985
smackswallow,-56.853944,-27.37065
tyrespan,-57.427122,-23.44175
farrowcetti,-54.619417,-25.407853
figsql,-60.621694,-22.044986
pancakesgrebe,-58.318036,-26.881467
lymphomamellow,-75.766447,4.452775
submittedwavelength,-76.500836,0.505228
risottospell,-73.974931,9.045542
axlevirtue,-73.184778,7.1265
easybobolink,-74.146947,4.701594
badgefields,-74.780819,10.889589
gaudyfea,-77.394675,6.202917
sortinterior,-76.989767,3.819628
sectionssqueaky,-72.511547,7.927567
gilletteclammy,-75.512961,10.442381
analbar,-76.381583,3.543222
peacefulceaseless,-78.749228,1.814417
